Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
13.5,63.1,2.32,420,31.5
13.5,63.1,2.32,421,31.5
13.5,63.1,2.32,421,31.6
13.5,63.1,2.32,421,31.6
13.5,63.1,2.32,421,31.6
13.5,63.1,2.32,421,31.6
13.5,63.2,2.32,421,31.6
13.5,63.2,2.32,421,31.6
13.5,63.2,2.32,421,31.6
13.5,63.2,2.32,421,31.6
13.5,63.2,2.32,421,31.6
13.5,63.2,2.32,422,31.6
13.5,63.2,2.32,422,31.6
13.5,63.3,2.32,422,31.6
13.5,63.3,2.32,422,31.6
13.7,63.3,2.35,422,31.7
13.5,63.3,2.32,422,31.7
13.5,63.3,2.32,422,31.7
13.5,63.3,2.32,422,31.7
13.7,63.4,2.35,422,31.7
13.5,63.4,2.32,422,31.7
13.7,63.4,2.35,423,31.7
13.7,63.4,2.35,423,31.7
13.5,63.4,2.32,423,31.7
13.7,63.4,2.35,423,31.7
13.7,63.4,2.35,423,31.7
13.7,63.5,2.35,423,31.7
13.7,63.5,2.35,423,31.7
13.5,63.5,2.32,423,31.7
13.7,63.5,2.35,423,31.8
13.7,63.5,2.35,423,31.8
13.7,63.5,2.35,424,31.8
13.7,63.5,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.6,2.35,424,31.8
13.7,63.7,2.35,424,31.8
13.7,63.7,2.35,424,31.8
13.7,63.7,2.35,425,31.8
13.7,63.7,2.35,425,31.9
13.7,63.7,2.35,425,31.9
13.7,63.7,2.35,425,31.9
13.7,63.7,2.35,425,31.9
13.7,63.8,2.35,425,31.9
13.7,63.8,2.35,425,31.9
13.7,63.8,2.35,425,31.9
13.7,63.8,2.35,425,31.9
13.7,63.8,2.35,425,31.9
13.7,63.8,2.35,426,31.9
13.7,63.8,2.35,426,31.9
13.7,63.9,2.35,426,31.9
13.7,63.9,2.35,426,31.9
13.7,63.9,2.35,426,32.0
13.7,63.9,2.36,426,32.0
13.7,63.9,2.35,426,32.0
13.8,63.9,2.38,426,32.0
13.7,63.9,2.35,426,32.0
13.8,64.0,2.38,426,32.0
13.7,64.0,2.35,427,32.0
13.8,64.0,2.38,427,32.0
13.8,64.0,2.38,427,32.0
13.7,64.0,2.35,427,32.0
13.8,64.0,2.38,427,32.0
13.8,64.1,2.38,427,32.0
13.7,64.1,2.35,427,32.0
13.8,64.1,2.37,427,32.0
13.8,64.1,2.37,427,32.1
13.8,64.1,2.38,427,32.1
13.8,64.1,2.38,428,32.1
13.8,64.1,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.2,2.38,428,32.1
13.8,64.3,2.38,428,32.1
13.8,64.3,2.38,429,32.1
13.8,64.3,2.38,429,32.2
13.8,64.3,2.38,429,32.2
13.8,64.3,2.38,429,32.2
13.8,64.3,2.38,429,32.2
13.9,64.3,2.39,429,32.2
13.8,64.4,2.38,429,32.2
13.8,64.4,2.38,429,32.2
13.8,64.4,2.38,429,32.2
13.8,64.4,2.38,429,32.2
13.8,64.4,2.38,429,32.2
13.8,64.4,2.38,430,32.2
13.8,64.5,2.38,430,32.2
13.8,64.5,2.38,430,32.2
14.0,64.5,2.41,430,32.2
14.0,64.5,2.41,430,32.3
14.0,64.5,2.41,430,32.3
14.0,64.5,2.41,430,32.3
13.9,64.5,2.38,430,32.3
13.8,64.6,2.38,430,32.3
13.8,64.6,2.38,430,32.3
14.0,64.6,2.41,431,32.3
14.0,64.6,2.41,431,32.3
14.0,64.6,2.41,431,32.3
14.0,64.6,2.41,431,32.3
14.0,64.6,2.41,431,32.3
14.0,64.7,2.41,431,32.3
14.0,64.7,2.41,431,32.3
14.0,64.7,2.41,431,32.4
14.0,64.7,2.41,431,32.4
14.0,64.7,2.41,431,32.4
14.0,64.7,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.0,64.8,2.41,432,32.4
14.1,64.9,2.43,432,32.4
14.0,64.9,2.41,432,32.4
14.0,64.9,2.41,433,32.4
14.0,64.9,2.41,433,32.5
14.0,64.9,2.41,433,32.5
14.2,64.9,2.43,433,32.5
14.0,64.9,2.41,433,32.5
14.0,65.0,2.41,433,32.5
14.2,65.0,2.43,433,32.5
14.2,65.0,2.43,433,32.5
14.0,65.0,2.41,433,32.5
14.2,65.0,2.43,433,32.5
14.2,65.0,2.43,434,32.5
14.2,65.0,2.43,434,32.5
14.0,65.1,2.41,434,32.5
14.2,65.1,2.43,434,32.5
14.2,65.1,2.43,434,32.6
14.2,65.1,2.43,434,32.6
14.2,65.1,2.43,434,32.6
14.2,65.1,2.43,434,32.6
14.2,65.2,2.43,434,32.6
14.2,65.2,2.43,434,32.6
14.2,65.2,2.43,435,32.6
14.2,65.2,2.43,435,32.6
14.2,65.2,2.43,435,32.6
14.2,65.2,2.43,435,32.6
14.2,65.2,2.43,435,32.6
14.2,65.3,2.43,435,32.6
14.2,65.3,2.43,435,32.6
14.2,65.3,2.43,435,32.6
14.2,65.3,2.43,435,32.7
14.2,65.3,2.43,435,32.7
14.2,65.3,2.43,436,32.7
14.2,65.3,2.43,436,32.7
14.2,65.4,2.43,436,32.7
14.2,65.4,2.43,436,32.7
14.2,65.4,2.44,436,32.7
14.2,65.4,2.44,436,32.7
14.2,65.4,2.43,436,32.7
14.2,65.4,2.43,436,32.7
14.2,65.5,2.43,436,32.7
14.3,65.5,2.46,436,32.7
14.2,65.5,2.43,437,32.7
14.2,65.5,2.43,437,32.8
14.3,65.5,2.46,437,32.8
14.2,65.5,2.43,437,32.8
14.2,65.5,2.44,437,32.8
14.3,65.6,2.46,437,32.8
14.3,65.6,2.46,437,32.8
14.3,65.6,2.46,437,32.8
14.3,65.6,2.46,437,32.8
14.3,65.6,2.46,437,32.8
14.3,65.6,2.46,438,32.8
14.3,65.6,2.46,438,32.8
14.3,65.7,2.46,438,32.8
14.3,65.7,2.46,438,32.8
14.3,65.7,2.46,438,32.8
14.3,65.7,2.46,438,32.9
14.3,65.7,2.46,438,32.9
14.3,65.7,2.46,438,32.9
14.3,65.7,2.46,438,32.9
14.3,65.8,2.46,438,32.9
14.3,65.8,2.46,439,32.9
14.3,65.8,2.46,439,32.9
14.3,65.8,2.46,439,32.9
14.3,65.8,2.46,439,32.9
14.3,65.8,2.46,439,32.9
14.3,65.9,2.46,439,32.9
14.3,65.9,2.46,439,32.9
14.3,65.9,2.46,439,32.9
14.3,65.9,2.46,439,33.0
14.3,65.9,2.46,439,33.0
14.5,65.9,2.49,440,33.0
14.3,65.9,2.46,440,33.0
14.5,66.0,2.49,440,33.0
14.5,66.0,2.49,440,33.0
14.3,66.0,2.46,440,33.0
14.3,66.0,2.46,440,33.0
14.3,66.0,2.46,440,33.0
14.5,66.0,2.49,440,33.0
14.5,66.0,2.49,440,33.0
14.3,66.1,2.46,440,33.0
14.3,66.1,2.46,440,33.0
14.5,66.1,2.49,441,33.1
14.5,66.1,2.49,441,33.1
14.5,66.1,2.49,441,33.1
14.5,66.1,2.49,441,33.1
14.5,66.1,2.49,441,33.1
14.3,66.2,2.46,441,33.1
14.5,66.2,2.49,441,33.1
14.5,66.2,2.49,441,33.1
14.5,66.2,2.49,441,33.1
14.5,66.2,2.49,441,33.1
14.5,66.2,2.49,442,33.1
14.5,66.3,2.49,442,33.1
14.5,66.3,2.49,442,33.1
14.5,66.3,2.49,442,33.1
14.5,66.3,2.49,442,33.2
14.5,66.3,2.49,442,33.2
14.5,66.3,2.49,442,33.2
14.5,66.3,2.49,442,33.2
14.5,66.4,2.49,442,33.2
14.5,66.4,2.49,442,33.2
14.5,66.4,2.49,443,33.2
14.5,66.4,2.49,443,33.2
14.5,66.4,2.49,443,33.2
14.5,66.4,2.49,443,33.2
14.5,66.4,2.49,443,33.2
14.5,66.5,2.49,443,33.2
14.5,66.5,2.49,443,33.2
14.5,66.5,2.49,443,33.3
14.5,66.5,2.49,443,33.3
14.6,66.5,2.50,443,33.3
14.5,66.5,2.49,444,33.3
14.5,66.6,2.49,444,33.3
14.5,66.6,2.49,444,33.3
14.5,66.6,2.49,444,33.3
14.7,66.6,2.52,444,33.3
14.5,66.6,2.49,444,33.3
14.5,66.6,2.49,444,33.3
14.7,66.6,2.52,444,33.3
14.6,66.7,2.52,444,33.3
14.5,66.7,2.49,444,33.3
14.7,66.7,2.52,445,33.3
14.7,66.7,2.52,445,33.4
14.7,66.7,2.52,445,33.4
14.7,66.7,2.52,445,33.4
14.7,66.7,2.52,445,33.4
14.7,66.8,2.52,445,33.4
14.7,66.8,2.52,445,33.4
14.7,66.8,2.52,445,33.4
14.7,66.8,2.52,445,33.4
14.7,66.8,2.52,445,33.4
14.7,66.8,2.52,446,33.4
14.7,66.8,2.52,446,33.4
14.7,66.9,2.52,446,33.4
14.7,66.9,2.52,446,33.4
14.7,66.9,2.52,446,33.5
14.7,66.9,2.52,446,33.5
14.7,66.9,2.52,446,33.5
14.7,66.9,2.52,446,33.5
14.7,67.0,2.52,446,33.5
14.7,67.0,2.52,446,33.5
14.7,67.0,2.52,447,33.5
14.7,67.0,2.52,447,33.5
14.7,67.0,2.52,447,33.5
14.7,67.0,2.52,447,33.5
14.8,67.0,2.54,447,33.5
14.7,67.1,2.52,447,33.5
14.7,67.1,2.52,447,33.5
14.7,67.1,2.52,447,33.5
14.7,67.1,2.52,447,33.6
14.8,67.1,2.55,447,33.6
14.8,67.1,2.55,448,33.6
14.7,67.1,2.52,448,33.6
14.7,67.2,2.52,448,33.6
14.8,67.2,2.55,448,33.6
14.8,67.2,2.55,448,33.6
14.7,67.2,2.52,448,33.6
14.7,67.2,2.52,448,33.6
14.8,67.2,2.55,448,33.6
14.8,67.2,2.55,448,33.6
14.8,67.3,2.55,448,33.6
14.8,67.3,2.55,449,33.6
14.8,67.3,2.55,449,33.7
14.8,67.3,2.55,449,33.7
14.8,67.3,2.55,449,33.7
14.8,67.3,2.55,449,33.7
14.8,67.4,2.55,449,33.7
14.8,67.4,2.55,449,33.7
14.8,67.4,2.55,449,33.7
14.8,67.4,2.55,449,33.7
14.8,67.4,2.55,449,33.7
14.8,67.4,2.55,450,33.7
14.8,67.4,2.55,450,33.7
14.8,67.5,2.55,450,33.7
14.8,67.5,2.55,450,33.7
14.8,67.5,2.55,450,33.7
14.8,67.5,2.55,450,33.8
14.8,67.5,2.55,450,33.8
14.8,67.5,2.55,450,33.8
14.8,67.5,2.55,450,33.8
15.0,67.6,2.57,450,33.8
14.8,67.6,2.55,451,33.8
14.8,67.6,2.55,451,33.8
15.0,67.6,2.58,451,33.8
14.8,67.6,2.55,451,33.8
14.8,67.6,2.55,451,33.8
14.9,67.7,2.56,451,33.8
14.8,67.7,2.55,451,33.8
15.0,67.7,2.58,451,33.8
15.0,67.7,2.58,451,33.9
15.0,67.7,2.58,451,33.9
15.0,67.7,2.58,451,33.9
14.9,67.7,2.56,452,33.9
14.8,67.8,2.55,452,33.9
15.0,67.8,2.58,452,33.9
14.8,67.8,2.55,452,33.9
15.0,67.8,2.58,452,33.9
15.0,67.8,2.58,452,33.9
15.0,67.8,2.58,452,33.9
15.0,67.8,2.58,452,33.9
15.0,67.9,2.58,452,33.9
15.0,67.9,2.58,452,33.9
15.0,67.9,2.58,453,34.0
15.0,67.9,2.58,453,34.0
15.0,67.9,2.58,453,34.0
15.0,67.9,2.58,453,34.0
15.0,67.9,2.58,453,34.0
15.0,68.0,2.58,453,34.0
15.0,68.0,2.58,453,34.0
15.0,68.0,2.58,453,34.0
15.0,68.0,2.58,453,34.0
15.0,68.0,2.58,453,34.0
15.0,68.0,2.58,454,34.0
15.0,68.1,2.58,454,34.0
15.0,68.1,2.58,454,34.0
15.0,68.1,2.58,454,34.0
15.0,68.1,2.58,454,34.1
15.0,68.1,2.58,454,34.1
15.0,68.1,2.58,454,34.1
15.0,68.1,2.58,454,34.1
15.0,68.2,2.58,454,34.1
15.0,68.2,2.58,454,34.1
15.0,68.2,2.58,455,34.1
15.1,68.2,2.60,455,34.1
15.0,68.2,2.58,455,34.1
15.2,68.2,2.61,455,34.1
15.0,68.2,2.58,455,34.1
15.2,68.3,2.61,455,34.1
15.0,68.3,2.58,455,34.1
15.2,68.3,2.61,455,34.2
15.2,68.3,2.61,455,34.2
15.2,68.3,2.61,455,34.2
15.0,68.3,2.58,456,34.2
15.2,68.3,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.4,2.61,456,34.2
15.2,68.5,2.61,456,34.2
15.2,68.5,2.61,456,34.2
15.2,68.5,2.61,457,34.2
15.2,68.5,2.61,457,34.3
15.2,68.5,2.61,457,34.3
15.2,68.5,2.61,457,34.3
15.2,68.5,2.61,457,34.3
15.2,68.6,2.61,457,34.3
15.2,68.6,2.61,457,34.3
15.2,68.6,2.61,457,34.3
15.2,68.6,2.61,457,34.3
15.2,68.6,2.61,457,34.3
15.2,68.6,2.61,458,34.3
15.2,68.6,2.61,458,34.3
15.2,68.7,2.61,458,34.3
15.2,68.7,2.61,458,34.3
15.2,68.7,2.61,458,34.4
15.2,68.7,2.61,458,34.4
15.2,68.7,2.61,458,34.4
15.2,68.7,2.61,458,34.4
15.2,68.8,2.61,458,34.4
15.3,68.8,2.63,458,34.4
15.2,68.8,2.61,459,34.4
15.3,68.8,2.63,459,34.4
15.2,68.8,2.61,459,34.4
15.3,68.8,2.63,459,34.4
15.3,68.8,2.63,459,34.4
15.3,68.9,2.63,459,34.4
15.3,68.9,2.63,459,34.4
15.3,68.9,2.63,459,34.4
15.3,68.9,2.63,459,34.5
15.3,68.9,2.63,459,34.5
15.3,68.9,2.63,460,34.5
15.3,68.9,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.0,2.63,460,34.5
15.3,69.1,2.63,460,34.5
15.3,69.1,2.63,461,34.5
15.3,69.1,2.63,461,34.6
15.3,69.1,2.63,461,34.6
15.3,69.1,2.63,461,34.6
15.5,69.1,2.66,461,34.6
15.3,69.2,2.63,461,34.6
15.3,69.2,2.63,461,34.6
15.3,69.2,2.63,461,34.6
15.3,69.2,2.63,461,34.6
15.3,69.2,2.63,461,34.6
15.3,69.2,2.63,462,34.6
15.3,69.2,2.63,462,34.6
15.3,69.3,2.63,462,34.6
15.3,69.3,2.63,462,34.6
15.3,69.3,2.63,462,34.6
15.3,69.3,2.63,462,34.7
15.3,69.3,2.63,462,34.7
15.5,69.3,2.66,462,34.7
15.5,69.3,2.66,462,34.7
15.5,69.4,2.66,462,34.7
15.5,69.4,2.66,463,34.7
15.5,69.4,2.66,463,34.7
15.5,69.4,2.66,463,34.7
15.5,69.4,2.66,463,34.7
15.5,69.4,2.66,463,34.7
15.5,69.4,2.66,463,34.7
15.5,69.5,2.66,463,34.7
15.5,69.5,2.66,463,34.7
15.5,69.5,2.66,463,34.8
15.5,69.5,2.66,463,34.8
15.5,69.5,2.66,463,34.8
15.5,69.5,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.6,2.66,464,34.8
15.5,69.7,2.66,464,34.8
15.5,69.7,2.66,464,34.8
15.5,69.7,2.66,465,34.8
15.5,69.7,2.66,465,34.9
15.5,69.7,2.66,465,34.9
15.5,69.7,2.66,465,34.9
15.5,69.7,2.66,465,34.9
15.5,69.8,2.66,465,34.9
15.5,69.8,2.66,465,34.9
15.5,69.8,2.66,465,34.9
15.5,69.8,2.66,465,34.9
15.5,69.8,2.66,465,34.9
15.5,69.8,2.66,466,34.9
15.5,69.9,2.66,466,34.9
15.5,69.9,2.66,466,34.9
15.5,69.9,2.66,466,34.9
15.5,69.9,2.66,466,35.0
15.7,69.9,2.69,466,35.0
15.7,69.9,2.69,466,35.0
15.7,69.9,2.69,466,35.0
15.7,70.0,2.69,466,35.0
15.7,70.0,2.69,466,35.0
15.7,70.0,2.69,467,35.0
15.5,70.0,2.66,467,35.0
15.7,70.0,2.69,467,35.0
15.5,70.0,2.66,467,35.0
15.7,70.0,2.69,467,35.0
15.7,70.1,2.69,467,35.0
15.7,70.1,2.69,467,35.0
15.7,70.1,2.69,467,35.1
15.7,70.1,2.69,467,35.1
15.7,70.1,2.69,467,35.1
15.7,70.1,2.69,468,35.1
15.7,70.1,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.2,2.69,468,35.1
15.7,70.3,2.69,468,35.1
15.7,70.3,2.69,468,35.1
15.7,70.3,2.69,469,35.1
15.7,70.3,2.69,469,35.2
15.7,70.3,2.69,469,35.2
15.7,70.3,2.69,469,35.2
15.7,70.3,2.69,469,35.2
15.7,70.4,2.69,469,35.2
15.7,70.4,2.69,469,35.2
15.7,70.4,2.69,469,35.2
15.7,70.4,2.69,469,35.2
15.7,70.4,2.69,469,35.2
15.8,70.4,2.71,470,35.2
15.7,70.4,2.69,470,35.2
15.7,70.5,2.69,470,35.2
15.7,70.5,2.69,470,35.2
15.8,70.5,2.72,470,35.3
15.8,70.5,2.72,470,35.3
15.7,70.5,2.69,470,35.3
15.7,70.5,2.70,470,35.3
15.8,70.6,2.72,470,35.3
15.7,70.6,2.69,470,35.3
15.8,70.6,2.72,471,35.3
15.7,70.6,2.69,471,35.3
15.8,70.6,2.72,471,35.3
15.8,70.6,2.72,471,35.3
15.8,70.6,2.72,471,35.3
15.8,70.7,2.72,471,35.3
15.8,70.7,2.72,471,35.3
15.7,70.7,2.70,471,35.3
15.8,70.7,2.72,471,35.4
15.8,70.7,2.72,471,35.4
15.8,70.7,2.72,472,35.4
15.8,70.7,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.8,2.72,472,35.4
15.8,70.9,2.72,472,35.4
15.8,70.9,2.72,473,35.4
15.8,70.9,2.72,473,35.5
15.8,70.9,2.72,473,35.5
15.8,70.9,2.72,473,35.5
15.8,70.9,2.72,473,35.5
15.8,71.0,2.72,473,35.5
15.8,71.0,2.72,473,35.5
15.8,71.0,2.72,473,35.5
15.8,71.0,2.72,473,35.5
15.8,71.0,2.72,473,35.5
15.8,71.0,2.72,474,35.5
15.8,71.0,2.72,474,35.5
15.8,71.1,2.72,474,35.5
15.8,71.1,2.72,474,35.5
15.8,71.1,2.72,474,35.5
15.8,71.1,2.72,474,35.6
15.8,71.1,2.72,474,35.6
15.8,71.1,2.72,474,35.6
15.8,71.1,2.72,474,35.6
15.8,71.2,2.72,474,35.6
15.8,71.2,2.72,475,35.6
15.8,71.2,2.72,475,35.6
15.8,71.2,2.72,475,35.6
15.8,71.2,2.72,475,35.6
15.8,71.2,2.72,475,35.6
15.8,71.2,2.72,475,35.6
15.8,71.3,2.72,475,35.6
15.8,71.3,2.72,475,35.6
15.8,71.3,2.72,475,35.7
15.8,71.3,2.72,475,35.7
15.8,71.3,2.72,475,35.7
15.8,71.3,2.72,476,35.7
15.8,71.4,2.72,476,35.7
15.8,71.4,2.72,476,35.7
15.9,71.4,2.73,476,35.7
16.0,71.4,2.75,476,35.7
16.0,71.4,2.75,476,35.7
16.0,71.4,2.75,476,35.7
16.0,71.4,2.75,476,35.7
16.0,71.5,2.75,476,35.7
16.0,71.5,2.75,476,35.7
15.8,71.5,2.72,477,35.7
16.0,71.5,2.75,477,35.8
16.0,71.5,2.75,477,35.8
16.0,71.5,2.75,477,35.8
15.9,71.5,2.73,477,35.8
15.9,71.6,2.74,477,35.8
16.0,71.6,2.75,477,35.8
15.8,71.6,2.72,477,35.8
15.8,71.6,2.72,477,35.8
16.0,71.6,2.75,477,35.8
16.0,71.6,2.75,478,35.8
16.0,71.7,2.75,478,35.8
16.0,71.7,2.75,478,35.8
15.8,71.7,2.72,478,35.8
16.0,71.7,2.75,478,35.9
16.0,71.7,2.75,478,35.9
16.0,71.7,2.75,478,35.9
16.0,71.7,2.75,478,35.9
16.0,71.8,2.75,478,35.9
16.0,71.8,2.75,478,35.9
16.0,71.8,2.75,479,35.9
16.0,71.8,2.75,479,35.9
16.0,71.8,2.75,479,35.9
16.0,71.8,2.75,479,35.9
16.0,71.8,2.75,479,35.9
16.0,71.9,2.75,479,35.9
16.0,71.9,2.75,479,35.9
16.0,71.9,2.75,479,36.0
16.0,71.9,2.75,479,36.0
16.0,71.9,2.75,479,36.0
16.0,71.9,2.75,480,36.0
16.0,71.9,2.75,480,36.0
16.0,72.0,2.75,480,36.0
16.0,72.0,2.75,480,36.0
16.0,72.0,2.75,480,36.0
16.0,72.0,2.75,480,36.0
16.0,72.0,2.75,480,36.0
15.9,72.0,2.74,480,36.0
16.0,72.1,2.75,480,36.0
16.0,72.1,2.75,480,36.0
16.0,72.1,2.75,481,36.0
16.0,72.1,2.75,481,36.1
16.0,72.1,2.75,481,36.1
16.0,72.1,2.75,481,36.1
16.0,72.1,2.75,481,36.1
16.0,72.2,2.75,481,36.1
16.0,72.2,2.75,481,36.1
16.0,72.2,2.75,481,36.1
16.0,72.2,2.75,481,36.1
16.0,72.2,2.75,481,36.1
16.0,72.2,2.75,482,36.1
16.0,72.2,2.75,482,36.1
16.0,72.3,2.75,482,36.1
16.0,72.3,2.75,482,36.1
16.0,72.3,2.75,482,36.2
16.0,72.3,2.75,482,36.2
16.0,72.3,2.75,482,36.2
16.0,72.3,2.75,482,36.2
16.0,72.3,2.75,482,36.2
16.0,72.4,2.75,482,36.2
16.0,72.4,2.75,483,36.2
16.0,72.4,2.75,483,36.2
16.0,72.4,2.75,483,36.2
16.0,72.4,2.75,483,36.2
16.0,72.4,2.75,483,36.2
16.0,72.5,2.75,483,36.2
16.0,72.5,2.75,483,36.2
16.0,72.5,2.75,483,36.2
16.0,72.5,2.75,483,36.3
16.0,72.5,2.75,483,36.3
16.0,72.5,2.75,484,36.3
16.0,72.5,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.6,2.75,484,36.3
16.0,72.7,2.75,484,36.3
16.0,72.7,2.75,485,36.3
16.0,72.7,2.75,485,36.4
16.0,72.7,2.75,485,36.4
16.0,72.7,2.75,485,36.4
16.0,72.7,2.75,485,36.4
16.0,72.8,2.75,485,36.4
16.0,72.8,2.75,485,36.4
16.0,72.8,2.75,485,36.4
16.0,72.8,2.75,485,36.4
16.0,72.8,2.75,485,36.4
16.0,72.8,2.75,486,36.4
16.0,72.8,2.75,486,36.4
16.0,72.9,2.75,486,36.4
16.0,72.9,2.75,486,36.4
16.0,72.9,2.75,486,36.4
16.0,72.9,2.75,486,36.5
16.0,72.9,2.75,486,36.5
16.0,72.9,2.75,486,36.5
16.0,72.9,2.75,486,36.5
16.0,73.0,2.75,486,36.5
16.0,73.0,2.75,486,36.5
16.0,73.0,2.75,487,36.5
16.0,73.0,2.75,487,36.5
16.0,73.0,2.75,487,36.5
16.0,73.0,2.75,487,36.5
16.0,73.0,2.75,487,36.5
16.0,73.1,2.75,487,36.5
15.8,73.1,2.72,487,36.5
15.8,73.1,2.72,487,36.6
15.8,73.1,2.72,487,36.6
15.8,73.1,2.72,487,36.6
15.7,73.1,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.2,2.69,488,36.6
15.7,73.3,2.69,488,36.6
15.7,73.3,2.69,488,36.6
15.6,73.3,2.68,489,36.6
15.5,73.3,2.66,489,36.7
15.7,73.3,2.69,489,36.7
15.5,73.3,2.66,489,36.7
15.5,73.3,2.66,489,36.7
15.5,73.4,2.66,489,36.7
15.5,73.4,2.66,489,36.7
15.5,73.4,2.66,489,36.7
15.5,73.4,2.66,489,36.7
15.5,73.4,2.66,489,36.7
15.5,73.4,2.66,490,36.7
15.5,73.5,2.66,490,36.7
15.5,73.5,2.66,490,36.7
15.5,73.5,2.66,490,36.7
15.5,73.5,2.66,490,36.8
15.5,73.5,2.66,490,36.8
15.5,73.5,2.66,490,36.8
15.5,73.5,2.66,490,36.8
15.5,73.6,2.66,490,36.8
15.5,73.6,2.66,490,36.8
15.5,73.6,2.66,491,36.8
15.3,73.6,2.63,491,36.8
15.5,73.6,2.66,491,36.8
15.5,73.6,2.66,491,36.8
15.5,73.6,2.66,491,36.8
15.5,73.7,2.66,491,36.8
15.3,73.7,2.63,491,36.8
15.5,73.7,2.66,491,36.8
15.3,73.7,2.63,491,36.9
15.3,73.7,2.63,491,36.9
15.3,73.7,2.63,492,36.9
15.3,73.7,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.8,2.63,492,36.9
15.3,73.9,2.63,492,36.9
15.3,73.9,2.63,492,36.9
15.3,73.9,2.63,493,36.9
15.3,73.9,2.63,493,37.0
15.3,73.9,2.63,493,37.0
15.3,73.9,2.63,493,37.0
15.3,73.9,2.63,493,37.0
15.3,74.0,2.63,493,37.0
15.3,74.0,2.63,493,37.0
15.3,74.0,2.63,493,37.0
15.3,74.0,2.63,493,37.0
15.3,74.0,2.63,493,37.0
15.3,74.0,2.63,494,37.0
15.3,74.0,2.63,494,37.0
15.3,74.1,2.63,494,37.0
15.3,74.1,2.63,494,37.0
15.3,74.1,2.63,494,37.1
15.2,74.1,2.61,494,37.1
15.3,74.1,2.63,494,37.1
15.3,74.1,2.63,494,37.1
15.2,74.1,2.61,494,37.1
15.3,74.2,2.63,494,37.1
15.2,74.2,2.61,495,37.1
15.2,74.2,2.61,495,37.1
15.2,74.2,2.61,495,37.1
15.2,74.2,2.61,495,37.1
15.2,74.2,2.61,495,37.1
15.2,74.3,2.61,495,37.1
15.0,74.3,2.58,495,37.1
15.2,74.3,2.61,495,37.1
-0.167,74.3,-0.0286,495,37.2
-0.167,74.3,-0.0286,495,37.2
-0.167,74.3,-0.0286,496,37.2

